"price"	"totsp"	"livesp"	"kitsp"	"dist"	"metrdist"
85 	 58 	 40 	 5 	 14.5 	 10
80 	 50 	 34 	 6 	 11.5 	 10
90 	 55 	 37 	 6 	 7.5 	 7
100 	 57 	 40 	 6 	 8.0 	 5
92 	 59 	 38 	 6 	 15.5 	 10
165 	 78 	 54 	 8 	 9.0 	 10
90 	 60 	 45 	 5 	 10.5 	 10
100 	 65 	 46 	 6 	 15.5 	 7
110 	 74 	 53 	 8 	 11.0 	 15
123 	 77 	 45 	 10 	 17.0 	 7
110 	 67 	 45 	 8 	 13.5 	 5
92 	 60 	 44 	 6 	 12.0 	 5
150 	 85 	 57 	 10 	 9.0 	 7
120 	 83 	 56 	 10 	 12.0 	 15
123 	 75 	 45 	 10 	 12.7 	 10
150 	 86 	 53 	 9 	 11.5 	 1
135 	 105 	 58 	 21 	 13.5 	 15
123 	 83 	 50 	 11 	 12.7 	 15
140 	 87 	 57 	 7 	 10.5 	 3
317 	 135 	 70 	 20 	 9.0 	 2
140 	 82 	 47 	 11 	 12.5 	 10
131 	 80 	 46 	 13 	 12.0 	 7
299 	 99 	 65 	 11 	 9.0 	 10
245 	 83 	 48 	 12 	 7.5 	 10
79 	 52 	 37 	 6 	 12.0 	 7
150 	 106 	 63 	 12 	 13.5 	 10
165 	 78 	 52 	 12 	 7.5 	 5
75 	 51 	 34 	 6 	 9.0 	 5
185 	 75 	 47 	 9 	 3.0 	 3
105 	 65 	 40 	 8 	 17.0 	 10
113 	 77 	 44 	 10 	 9.0 	 7
158 	 64 	 44 	 9 	 7.0 	 3
170 	 80 	 48 	 9 	 14.5 	 7
160 	 80 	 51 	 13 	 7.5 	 5
108 	 76 	 46 	 10 	 12.0 	 10
126 	 64 	 44 	 7 	 8.0 	 2
124 	 79 	 44 	 13 	 12.0 	 10
81 	 56 	 37 	 6 	 11.5 	 5
90 	 61 	 45 	 6 	 13.5 	 15
82 	 56 	 39 	 5 	 10.5 	 5
95 	 65 	 47 	 8 	 13.5 	 5
129 	 64 	 39 	 9 	 13.5 	 5
117 	 78 	 44 	 10 	 12.0 	 5
115 	 66 	 38 	 7 	 11.0 	 7
100 	 65 	 39 	 9 	 17.0 	 10
140 	 83 	 47 	 9 	 10.5 	 5
79 	 49 	 33 	 6 	 14.5 	 10
170 	 53 	 33 	 9 	 3.0 	 10
120 	 68 	 45 	 8 	 10.5 	 5
136 	 74 	 45 	 10 	 10.0 	 15
143 	 77 	 42 	 10 	 6.0 	 5
97 	 56 	 43 	 5 	 6.5 	 7
130 	 79 	 44 	 10 	 13.5 	 10
110 	 75 	 50 	 10 	 13.5 	 10
165 	 87 	 51 	 12 	 12.7 	 6
230 	 110 	 52 	 17 	 11.5 	 5
115 	 77 	 50 	 9 	 3.5 	 7
99 	 72 	 43 	 10 	 12.7 	 10
120 	 74 	 45 	 10 	 13.0 	 15
113 	 78 	 47 	 10 	 12.0 	 10
108 	 75 	 50 	 10 	 12.0 	 3
115 	 77 	 46 	 10 	 13.5 	 10
133 	 85 	 50 	 9 	 12.0 	 10
130 	 56 	 40 	 5 	 3.5 	 10
155 	 72 	 52 	 7 	 3.0 	 5
75 	 65 	 45 	 7 	 14.5 	 10
97 	 75 	 45 	 10 	 13.0 	 5
115 	 57 	 42 	 6 	 10.5 	 4
147 	 111 	 65 	 16 	 14.5 	 6
130 	 64 	 35 	 6 	 9.0 	 1
131 	 84 	 60 	 10 	 9.0 	 10
170 	 100 	 57 	 10 	 13.5 	 15
420 	 102 	 70 	 20 	 3.0 	 2
114 	 73 	 44 	 10 	 13.5 	 10
240 	 92 	 57 	 12 	 6.5 	 12
90 	 56 	 41 	 5 	 6.0 	 15
78 	 51 	 33 	 6 	 7.0 	 7
85 	 59 	 40 	 6 	 10.0 	 5
309 	 107 	 72 	 17 	 10.5 	 1
108 	 69 	 36 	 9 	 12.5 	 5
102 	 58 	 40 	 6 	 10.5 	 5
115 	 78 	 44 	 10 	 12.0 	 7
160 	 93 	 57 	 12 	 12.7 	 5
108 	 73 	 51 	 8 	 12.5 	 15
80 	 52 	 35 	 6 	 14.5 	 12
90 	 72 	 53 	 10 	 11.5 	 5
115 	 75 	 47 	 8 	 6.5 	 15
155 	 75 	 43 	 8 	 7.0 	 5
143 	 75 	 54 	 10 	 6.5 	 7
159 	 107 	 64 	 13 	 14.5 	 10
85 	 60 	 43 	 10 	 13.0 	 7
193 	 100 	 56 	 12 	 12.0 	 10
175 	 79 	 50 	 9 	 4.5 	 1
105 	 56 	 42 	 6 	 3.0 	 15
90 	 55 	 35 	 6 	 14.5 	 5
115 	 57 	 38 	 8 	 12.0 	 5
85 	 58 	 45 	 6 	 10.0 	 3
139 	 74 	 52 	 9 	 10.5 	 7
415 	 152 	 80 	 17 	 3.0 	 5
185 	 91 	 50 	 12 	 10.5 	 10
155 	 75 	 46 	 10 	 12.0 	 5
149 	 92 	 50 	 14 	 10.0 	 7
108 	 78 	 46 	 10 	 12.7 	 10
120 	 81 	 48 	 8 	 13.0 	 7
93 	 66 	 39 	 8 	 14.5 	 15
99 	 63 	 38 	 8 	 10.5 	 5
75 	 55 	 36 	 6 	 13.5 	 15
220 	 81 	 46 	 13 	 9.0 	 7
95 	 55 	 42 	 5 	 10.5 	 5
260 	 110 	 56 	 15 	 12.5 	 3
109 	 75 	 45 	 10 	 13.5 	 5
95 	 56 	 42 	 7 	 3.5 	 10
147 	 76 	 46 	 10 	 12.0 	 3
93 	 60 	 43 	 6 	 17.0 	 15
110 	 71 	 43 	 10 	 14.5 	 20
92 	 60 	 44 	 6 	 12.5 	 15
169 	 70 	 44 	 8 	 8.0 	 5
92 	 63 	 38 	 8 	 14.5 	 5
115 	 65 	 39 	 9 	 12.5 	 3
160 	 57 	 42 	 8 	 3.5 	 5
83 	 58 	 38 	 6 	 12.5 	 10
127 	 79 	 46 	 10 	 17.0 	 5
106 	 58 	 44 	 6 	 7.0 	 10
74 	 51 	 35 	 6 	 13.5 	 10
114 	 59 	 39 	 6 	 3.5 	 5
135 	 80 	 47 	 9 	 12.0 	 7
105 	 75 	 45 	 10 	 12.0 	 7
96 	 60 	 45 	 6 	 12.0 	 5
125 	 78 	 53 	 8 	 8.0 	 10
115 	 86 	 67 	 13 	 13.5 	 15
116 	 75 	 42 	 9 	 13.5 	 10
91 	 60 	 44 	 6 	 14.5 	 7
240 	 81 	 54 	 8 	 9.0 	 3
113 	 84 	 54 	 10 	 13.0 	 5
85 	 58 	 39 	 7 	 7.0 	 5
200 	 87 	 60 	 15 	 11.5 	 3
100 	 77 	 52 	 9 	 10.5 	 15
145 	 73 	 45 	 7 	 9.0 	 1
120 	 77 	 47 	 12 	 13.5 	 10
95 	 72 	 43 	 12 	 12.7 	 7
95 	 60 	 43 	 6 	 17.0 	 10
210 	 80 	 42 	 20 	 8.0 	 5
75 	 55 	 36 	 6 	 14.5 	 7
100 	 72 	 42 	 10 	 14.5 	 20
73 	 61 	 41 	 6 	 13.0 	 10
130 	 67 	 46 	 7 	 9.0 	 5
138 	 68 	 46 	 8 	 9.0 	 10
95 	 60 	 37 	 8 	 12.5 	 15
85 	 53 	 34 	 6 	 10.5 	 3
130 	 80 	 45 	 13 	 12.0 	 5
108 	 65 	 40 	 8 	 17.0 	 5
100 	 58 	 30 	 6 	 17.0 	 1
93 	 64 	 38 	 8 	 14.5 	 10
110 	 81 	 45 	 10 	 13.0 	 12
127 	 74 	 53 	 8 	 11.0 	 10
105 	 68 	 41 	 8 	 17.0 	 5
120 	 63 	 43 	 9 	 12.0 	 1
83 	 51 	 34 	 6 	 15.5 	 3
101 	 55 	 38 	 6 	 7.0 	 10
94 	 61 	 38 	 9 	 12.0 	 5
95 	 63 	 39 	 8 	 17.0 	 1
250 	 92 	 57 	 11 	 9.0 	 3
125 	 76 	 47 	 11 	 11.0 	 7
125 	 85 	 46 	 10 	 12.0 	 5
92 	 64 	 39 	 8 	 12.0 	 7
115 	 77 	 51 	 7 	 5.0 	 5
86 	 60 	 44 	 6 	 13.5 	 10
152 	 95 	 62 	 10 	 12.7 	 5
130 	 75 	 44 	 10 	 12.5 	 5
85 	 64 	 45 	 7 	 15.5 	 10
170 	 77 	 52 	 7 	 3.0 	 15
110 	 76 	 45 	 10 	 14.5 	 15
215 	 67 	 42 	 9 	 7.5 	 3
109 	 79 	 45 	 13 	 14.5 	 5
154 	 75 	 36 	 12 	 7.0 	 5
110 	 74 	 45 	 12 	 12.7 	 1
92 	 62 	 39 	 7 	 12.0 	 10
87 	 61 	 43 	 6 	 12.0 	 15
96 	 65 	 40 	 8 	 14.5 	 15
165 	 74 	 41 	 9 	 6.5 	 5
120 	 69 	 45 	 9 	 7.5 	 5
112 	 63 	 35 	 8 	 11.0 	 7
140 	 81 	 50 	 7 	 12.0 	 10
200 	 71 	 46 	 8 	 4.5 	 5
104 	 73 	 44 	 10 	 13.0 	 5
84 	 60 	 45 	 6 	 13.5 	 7
88 	 61 	 42 	 6 	 12.5 	 5
82 	 59 	 38 	 6 	 13.5 	 5
79 	 51 	 34 	 6 	 13.5 	 10
120 	 77 	 45 	 10 	 13.5 	 5
93 	 59 	 44 	 5 	 14.5 	 10
135 	 65 	 38 	 8 	 7.5 	 10
185 	 95 	 57 	 12 	 5.0 	 5
79 	 51 	 34 	 6 	 12.0 	 7
113 	 77 	 50 	 8 	 12.5 	 15
90 	 61 	 43 	 6 	 14.5 	 10
108 	 66 	 44 	 7 	 17.0 	 5
155 	 80 	 46 	 13 	 12.0 	 15
123 	 81 	 48 	 9 	 12.0 	 20
72 	 52 	 35 	 6 	 13.5 	 10
128 	 75 	 45 	 10 	 17.0 	 3
93 	 64 	 44 	 6 	 17.0 	 5
190 	 73 	 54 	 9 	 3.0 	 10
135 	 82 	 48 	 9 	 10.5 	 10
130 	 73 	 41 	 10 	 12.0 	 5
90 	 60 	 45 	 6 	 13.5 	 5
93 	 61 	 38 	 8 	 13.0 	 7
165 	 75 	 45 	 10 	 12.5 	 5
110 	 83 	 47 	 10 	 17.0 	 10
165 	 84 	 57 	 9 	 10.5 	 7
165 	 90 	 58 	 11 	 4.5 	 7
77 	 50 	 34 	 6 	 13.5 	 2
96 	 63 	 45 	 6 	 12.5 	 10
165 	 89 	 57 	 9 	 7.0 	 5
118 	 63 	 38 	 8 	 14.5 	 5
110 	 57 	 40 	 5 	 7.5 	 7
89 	 51 	 34 	 6 	 3.5 	 10
70 	 60 	 43 	 6 	 17.0 	 10
92 	 60 	 41 	 6 	 14.5 	 7
97 	 68 	 46 	 8 	 12.0 	 5
135 	 75 	 43 	 11 	 12.7 	 15
95 	 63 	 39 	 8 	 12.0 	 10
100 	 57 	 42 	 6 	 11.0 	 10
130 	 77 	 53 	 9 	 7.0 	 8
115 	 67 	 42 	 9 	 3.5 	 7
140 	 82 	 61 	 6 	 3.5 	 7
108 	 66 	 43 	 7 	 17.0 	 2
145 	 90 	 52 	 9 	 12.0 	 15
88 	 63 	 37 	 8 	 13.0 	 5
118 	 83 	 44 	 10 	 12.7 	 10
127 	 76 	 42 	 10 	 13.5 	 10
198 	 110 	 59 	 13 	 14.5 	 10
88 	 55 	 38 	 6 	 6.5 	 10
105 	 53 	 36 	 5 	 7.5 	 10
110 	 77 	 40 	 12 	 12.7 	 15
196 	 78 	 46 	 10 	 14.5 	 5
138 	 77 	 45 	 11 	 10.5 	 10
130 	 83 	 48 	 9 	 12.7 	 5
125 	 66 	 40 	 10 	 12.0 	 20
115 	 68 	 43 	 9 	 6.5 	 5
145 	 78 	 50 	 10 	 12.0 	 3
98 	 61 	 38 	 8 	 12.0 	 15
108 	 80 	 52 	 10 	 12.0 	 10
94 	 56 	 33 	 8 	 11.5 	 3
105 	 57 	 44 	 6 	 9.0 	 5
130 	 79 	 45 	 10 	 12.0 	 5
125 	 62 	 42 	 10 	 12.0 	 10
145 	 88 	 52 	 12 	 6.5 	 7
160 	 80 	 52 	 9 	 7.5 	 7
95 	 61 	 37 	 6 	 13.5 	 7
116 	 82 	 44 	 10 	 12.7 	 15
128 	 65 	 44 	 7 	 9.0 	 5
105 	 58 	 41 	 6 	 7.5 	 10
97 	 76 	 44 	 10 	 12.0 	 10
105 	 58 	 44 	 5 	 17.0 	 2
136 	 74 	 45 	 10 	 13.5 	 5
108 	 66 	 43 	 7 	 17.0 	 5
161 	 108 	 60 	 13 	 14.5 	 10
179 	 73 	 47 	 6 	 3.0 	 10
88 	 60 	 43 	 6 	 12.5 	 5
93 	 61 	 45 	 6 	 14.5 	 10
140 	 78 	 48 	 11 	 12.7 	 8
150 	 80 	 44 	 12 	 11.5 	 5
110 	 75 	 52 	 9 	 7.5 	 10
154 	 72 	 42 	 11 	 6.5 	 5
105 	 83 	 48 	 9 	 13.0 	 15
92 	 68 	 53 	 6 	 13.0 	 10
82 	 55 	 36 	 6 	 10.0 	 7
200 	 78 	 50 	 7 	 8.0 	 10
117 	 81 	 46 	 10 	 12.5 	 10
350 	 80 	 44 	 14 	 10.5 	 10
125 	 80 	 45 	 13 	 12.0 	 5
171 	 96 	 50 	 18 	 7.0 	 5
220 	 77 	 49 	 10 	 7.5 	 5
140 	 85 	 52 	 11 	 9.0 	 10
163 	 73 	 48 	 9 	 7.5 	 5
85 	 58 	 44 	 6 	 10.5 	 10
95 	 82 	 48 	 8 	 13.0 	 10
145 	 73 	 50 	 9 	 9.0 	 7
135 	 77 	 46 	 10 	 12.7 	 2
73 	 54 	 37 	 6 	 14.5 	 10
150 	 81 	 55 	 9 	 9.0 	 5
90 	 66 	 43 	 9 	 15.5 	 10
150 	 75 	 51 	 8 	 12.0 	 15
118 	 68 	 49 	 11 	 7.5 	 7
170 	 79 	 52 	 9 	 9.0 	 7
113 	 76 	 46 	 10 	 13.0 	 7
200 	 113 	 64 	 11 	 13.5 	 10
152 	 73 	 48 	 8 	 3.0 	 15
120 	 64 	 43 	 7 	 9.0 	 5
105 	 78 	 54 	 9 	 11.0 	 10
130 	 81 	 56 	 9 	 6.0 	 7
84 	 60 	 45 	 6 	 13.5 	 7
142 	 84 	 53 	 10 	 15.5 	 15
130 	 109 	 51 	 16 	 13.5 	 10
120 	 64 	 43 	 6 	 11.5 	 2
71 	 54 	 34 	 6 	 7.0 	 7
73 	 51 	 34 	 6 	 12.0 	 7
104 	 72 	 46 	 11 	 12.5 	 10
92 	 66 	 44 	 9 	 11.5 	 7
115 	 73 	 52 	 9 	 10.5 	 15
118 	 68 	 49 	 11 	 7.5 	 7
93 	 59 	 38 	 6 	 13.5 	 10
78 	 63 	 47 	 6 	 13.5 	 5
101 	 55 	 39 	 6 	 4.5 	 12
132 	 78 	 46 	 10 	 12.5 	 12
138 	 69 	 45 	 9 	 4.5 	 5
120 	 80 	 52 	 14 	 12.0 	 7
102 	 76 	 46 	 10 	 12.0 	 15
150 	 76 	 45 	 10 	 13.5 	 10
120 	 75 	 43 	 10 	 17.0 	 10
105 	 78 	 50 	 8 	 9.0 	 10
360 	 103 	 80 	 14 	 3.0 	 3
132 	 78 	 46 	 14 	 12.5 	 12
110 	 65 	 45 	 11 	 7.0 	 7
94 	 64 	 45 	 7 	 14.5 	 3
120 	 83 	 49 	 9 	 12.0 	 10
84 	 59 	 38 	 6 	 7.0 	 10
105 	 60 	 41 	 8 	 4.5 	 10
185 	 75 	 48 	 10 	 7.0 	 3
125 	 81 	 56 	 9 	 6.0 	 5
129 	 59 	 41 	 6 	 9.0 	 5
280 	 108 	 65 	 14 	 14.5 	 15
105 	 53 	 39 	 5 	 3.5 	 7
87 	 60 	 43 	 6 	 13.5 	 10
160 	 69 	 47 	 8 	 3.0 	 10
108 	 64 	 40 	 9 	 12.0 	 10
143 	 85 	 52 	 9 	 5.0 	 8
120 	 74 	 40 	 12 	 12.7 	 7
115 	 74 	 45 	 10 	 13.0 	 15
56 	 68 	 43 	 7 	 13.5 	 10
115 	 80 	 54 	 12 	 12.7 	 5
131 	 76 	 45 	 10 	 12.0 	 7
82 	 60 	 44 	 6 	 14.5 	 7
240 	 106 	 60 	 17 	 4.5 	 10
133 	 65 	 47 	 8 	 12.5 	 2
99 	 66 	 44 	 8 	 12.0 	 5
105 	 72 	 43 	 10 	 12.0 	 10
130 	 77 	 47 	 11 	 11.0 	 7
110 	 63 	 45 	 7 	 13.5 	 10
110 	 74 	 45 	 10 	 12.7 	 7
50 	 63 	 47 	 7 	 12.0 	 20
130 	 75 	 44 	 8 	 12.7 	 3
170 	 106 	 64 	 13 	 12.0 	 15
130 	 81 	 48 	 9 	 13.5 	 10
115 	 76 	 40 	 11 	 12.7 	 10
160 	 77 	 42 	 8 	 6.0 	 5
371 	 120 	 59 	 15 	 7.0 	 10
94 	 61 	 42 	 6 	 12.5 	 10
116 	 77 	 45 	 10 	 6.0 	 7
160 	 98 	 52 	 12 	 10.0 	 7
108 	 79 	 47 	 8 	 14.5 	 3
130 	 74 	 53 	 7 	 4.5 	 7
115 	 74 	 54 	 9 	 11.0 	 12
130 	 78 	 54 	 8 	 7.5 	 10
210 	 72 	 49 	 7 	 7.5 	 5
94 	 64 	 45 	 6 	 17.0 	 15
73 	 51 	 34 	 6 	 13.5 	 10
110 	 60 	 37 	 9 	 12.5 	 7
105 	 75 	 45 	 10 	 13.0 	 10
120 	 78 	 43 	 12 	 14.5 	 15
105 	 68 	 43 	 9 	 13.5 	 10
140 	 76 	 44 	 10 	 12.5 	 5
90 	 78 	 45 	 10 	 13.5 	 10
144 	 80 	 48 	 13 	 15.5 	 10
110 	 58 	 43 	 6 	 14.5 	 10
90 	 61 	 43 	 6 	 12.5 	 3
144 	 76 	 43 	 10 	 13.5 	 10
130 	 60 	 42 	 7 	 9.0 	 10
122 	 81 	 46 	 13 	 12.0 	 15
95 	 65 	 46 	 8 	 13.5 	 7
128 	 68 	 44 	 11 	 4.5 	 12
160 	 84 	 50 	 9 	 12.7 	 1
185 	 80 	 53 	 9 	 7.5 	 15
93 	 64 	 45 	 7 	 14.5 	 3
108 	 64 	 43 	 9 	 3.5 	 10
98 	 60 	 44 	 6 	 14.5 	 15
125 	 78 	 52 	 7 	 11.0 	 7
159 	 109 	 64 	 13 	 14.5 	 10
200 	 100 	 60 	 12 	 7.0 	 7
119 	 78 	 53 	 8 	 10.5 	 10
115 	 64 	 45 	 7 	 13.5 	 7
85 	 60 	 43 	 6 	 12.0 	 5
180 	 88 	 55 	 11 	 6.0 	 3
150 	 78 	 44 	 8 	 13.5 	 1
136 	 64 	 38 	 8 	 3.0 	 3
169 	 84 	 62 	 10 	 6.5 	 1
95 	 55 	 35 	 8 	 7.5 	 7
180 	 71 	 42 	 8 	 7.0 	 15
110 	 65 	 45 	 7 	 13.5 	 7
103 	 70 	 44 	 10 	 15.5 	 7
170 	 82 	 52 	 15 	 5.0 	 1
155 	 60 	 40 	 11 	 7.5 	 5
121 	 81 	 46 	 8 	 12.0 	 2
125 	 68 	 48 	 7 	 3.0 	 15
130 	 80 	 46 	 10 	 10.5 	 15
105 	 66 	 40 	 8 	 17.0 	 5
82 	 60 	 41 	 6 	 11.5 	 5
137 	 69 	 44 	 10 	 9.0 	 10
167 	 78 	 54 	 8 	 9.0 	 10
108 	 66 	 42 	 6 	 3.5 	 3
115 	 80 	 41 	 13 	 12.0 	 15
185 	 79 	 47 	 10 	 3.0 	 3
95 	 64 	 45 	 6 	 12.5 	 10
140 	 66 	 42 	 8 	 7.0 	 2
132 	 96 	 56 	 12 	 10.5 	 7
119 	 66 	 45 	 8 	 7.0 	 7
87 	 61 	 43 	 6 	 12.0 	 15
75 	 51 	 34 	 6 	 14.5 	 7
100 	 75 	 45 	 9 	 14.5 	 10
136 	 78 	 48 	 9 	 12.5 	 15
174 	 130 	 71 	 16 	 14.5 	 4
111 	 64 	 40 	 7 	 17.0 	 10
179 	 77 	 43 	 10 	 8.0 	 10
130 	 80 	 38 	 11 	 12.7 	 10
95 	 60 	 43 	 7 	 12.5 	 5
205 	 87 	 58 	 9 	 7.5 	 5
118 	 79 	 45 	 13 	 15.5 	 10
180 	 83 	 53 	 8 	 12.0 	 5
350 	 113 	 85 	 20 	 9.0 	 10
195 	 86 	 60 	 10 	 9.0 	 5
120 	 84 	 45 	 11 	 7.0 	 10
97 	 58 	 42 	 5 	 12.5 	 15
260 	 110 	 71 	 18 	 4.5 	 7
260 	 70 	 45 	 8 	 8.0 	 7
145 	 84 	 53 	 19 	 15.5 	 15
130 	 86 	 54 	 13 	 6.0 	 10
133 	 83 	 45 	 10 	 13.0 	 10
112 	 68 	 41 	 10 	 12.0 	 10
140 	 78 	 46 	 11 	 12.0 	 5
137 	 78 	 51 	 9 	 6.0 	 15
189 	 86 	 55 	 10 	 9.0 	 10
115 	 60 	 39 	 6 	 4.5 	 10
99 	 75 	 45 	 10 	 14.5 	 15
87 	 55 	 36 	 6 	 3.5 	 10
135 	 77 	 50 	 8 	 10.5 	 10
120 	 80 	 48 	 13 	 12.0 	 10
103 	 67 	 43 	 9 	 13.5 	 10
74 	 53 	 34 	 6 	 10.5 	 7
93 	 58 	 42 	 6 	 12.0 	 5
77 	 56 	 38 	 6 	 13.5 	 10
104 	 67 	 43 	 11 	 12.0 	 15
90 	 58 	 43 	 6 	 13.5 	 2
88 	 60 	 44 	 6 	 17.0 	 7
150 	 77 	 42 	 8 	 6.0 	 15
130 	 56 	 42 	 7 	 14.5 	 3
100 	 66 	 43 	 7 	 12.0 	 7
92 	 64 	 38 	 8 	 10.5 	 15
85 	 58 	 43 	 5 	 7.0 	 5
107 	 65 	 39 	 8 	 12.5 	 20
110 	 67 	 41 	 9 	 13.5 	 10
89 	 64 	 45 	 7 	 12.0 	 5
98 	 66 	 44 	 7 	 11.5 	 10
81 	 53 	 34 	 6 	 12.5 	 10
135 	 77 	 41 	 11 	 13.0 	 10
177 	 80 	 50 	 9 	 4.5 	 2
140 	 65 	 44 	 8 	 4.5 	 5
115 	 56 	 39 	 5 	 4.5 	 15
90 	 62 	 46 	 8 	 14.5 	 15
130 	 78 	 53 	 9 	 3.5 	 10
74 	 56 	 37 	 6 	 15.5 	 7
105 	 72 	 43 	 10 	 13.0 	 10
110 	 60 	 41 	 6 	 12.0 	 10
98 	 64 	 42 	 7 	 14.5 	 5
105 	 75 	 45 	 10 	 14.5 	 10
180 	 85 	 55 	 10 	 10.5 	 5
145 	 63 	 41 	 8 	 3.5 	 3
194 	 105 	 58 	 11 	 9.0 	 5
100 	 75 	 45 	 10 	 13.0 	 5
119 	 77 	 45 	 10 	 13.0 	 10
115 	 64 	 38 	 8 	 17.0 	 5
87 	 90 	 57 	 13 	 14.5 	 15
160 	 80 	 54 	 9 	 9.0 	 10
222 	 134 	 75 	 16 	 12.0 	 5
140 	 70 	 51 	 8 	 12.5 	 10
110 	 77 	 46 	 10 	 6.0 	 10
93 	 57 	 43 	 6 	 10.5 	 15
190 	 84 	 55 	 9 	 4.5 	 5
127 	 81 	 49 	 8 	 12.0 	 5
85 	 55 	 38 	 6 	 10.5 	 5
129 	 72 	 44 	 10 	 6.0 	 5
128 	 83 	 44 	 10 	 7.0 	 2
180 	 79 	 45 	 10 	 8.0 	 15
730 	 134 	 102 	 10 	 9.0 	 10
180 	 73 	 46 	 10 	 7.5 	 3
85 	 59 	 38 	 6 	 13.5 	 10
75 	 79 	 47 	 8 	 17.0 	 10
85 	 58 	 39 	 6 	 12.5 	 10
91 	 61 	 44 	 7 	 13.5 	 5
110 	 85 	 54 	 10 	 6.0 	 10
130 	 75 	 45 	 10 	 12.0 	 10
105 	 64 	 38 	 8 	 14.5 	 10
145 	 80 	 49 	 11 	 12.5 	 10
115 	 75 	 47 	 10 	 13.0 	 10
130 	 76 	 46 	 11 	 13.0 	 5
170 	 68 	 39 	 10 	 4.5 	 10
157 	 80 	 48 	 9 	 7.0 	 5
110 	 77 	 45 	 10 	 12.0 	 5
80 	 58 	 43 	 5 	 7.0 	 7
123 	 77 	 46 	 10 	 13.0 	 10
139 	 86 	 51 	 10 	 10.5 	 7
83 	 60 	 38 	 9 	 12.0 	 10
98 	 70 	 39 	 9 	 11.5 	 2
118 	 86 	 54 	 10 	 12.0 	 15
90 	 61 	 44 	 6 	 12.0 	 5
107 	 76 	 44 	 9 	 13.0 	 15
118 	 67 	 44 	 8 	 6.0 	 10
110 	 75 	 45 	 10 	 12.7 	 10
99 	 74 	 44 	 10 	 12.0 	 10
245 	 80 	 49 	 10 	 3.0 	 10
83 	 59 	 44 	 6 	 13.5 	 10
105 	 82 	 48 	 8 	 13.0 	 10
170 	 71 	 47 	 8 	 7.5 	 10
140 	 80 	 51 	 10 	 13.5 	 10
100 	 60 	 39 	 9 	 15.5 	 10
153 	 76 	 46 	 10 	 9.0 	 5
200 	 72 	 46 	 9 	 9.0 	 10
122 	 74 	 50 	 8 	 10.5 	 10
130 	 65 	 44 	 9 	 9.0 	 5
225 	 92 	 48 	 13 	 9.0 	 1
125 	 78 	 45 	 10 	 12.0 	 7
135 	 75 	 46 	 10 	 11.0 	 10
150 	 76 	 45 	 10 	 7.0 	 10
95 	 59 	 43 	 6 	 15.5 	 5
260 	 107 	 58 	 14 	 13.0 	 1
102 	 58 	 38 	 6 	 15.5 	 8
95 	 72 	 43 	 12 	 12.7 	 7
120 	 80 	 45 	 13 	 12.0 	 15
80 	 56 	 38 	 6 	 7.0 	 10
212 	 112 	 60 	 17 	 7.0 	 10
103 	 64 	 45 	 7 	 13.5 	 15
89 	 61 	 44 	 6 	 12.5 	 10
98 	 65 	 44 	 9 	 14.5 	 7
102 	 65 	 44 	 7 	 13.5 	 10
112 	 76 	 54 	 8 	 10.5 	 15
103 	 60 	 43 	 6 	 12.5 	 5
98 	 64 	 43 	 7 	 17.0 	 5
200 	 121 	 71 	 12 	 10.0 	 3
86 	 59 	 42 	 5 	 11.5 	 10
170 	 81 	 60 	 13 	 13.0 	 5
160 	 68 	 44 	 8 	 17.0 	 5
100 	 55 	 38 	 6 	 3.5 	 5
125 	 79 	 56 	 8 	 7.5 	 10
200 	 102 	 73 	 10 	 9.0 	 7
100 	 70 	 44 	 8 	 15.5 	 7
95 	 57 	 42 	 6 	 6.5 	 7
110 	 67 	 44 	 9 	 11.5 	 10
83 	 52 	 34 	 6 	 14.5 	 10
160 	 79 	 51 	 12 	 3.0 	 8
88 	 64 	 46 	 7 	 17.0 	 15
86 	 58 	 43 	 6 	 17.0 	 5
80 	 60 	 44 	 6 	 13.5 	 7
72 	 60 	 42 	 6 	 11.5 	 10
85 	 64 	 45 	 6 	 13.0 	 5
145 	 76 	 48 	 9 	 13.5 	 10
79 	 50 	 34 	 6 	 14.5 	 5
135 	 72 	 43 	 9 	 10.5 	 15
88 	 60 	 44 	 6 	 12.0 	 10
127 	 78 	 46 	 10 	 17.0 	 5
96 	 60 	 45 	 6 	 12.0 	 5
162 	 75 	 52 	 12 	 3.5 	 5
110 	 76 	 46 	 10 	 13.0 	 7
110 	 59 	 38 	 8 	 14.5 	 5
85 	 65 	 46 	 7 	 13.0 	 7
130 	 78 	 53 	 13 	 3.5 	 10
115 	 76 	 45 	 11 	 12.0 	 5
98 	 74 	 46 	 11 	 12.5 	 10
150 	 78 	 54 	 7 	 3.5 	 15
114 	 77 	 45 	 10 	 12.0 	 10
132 	 80 	 54 	 10 	 12.0 	 10
185 	 78 	 53 	 8 	 7.5 	 15
125 	 80 	 45 	 11 	 12.0 	 2
150 	 71 	 44 	 9 	 8.0 	 5
110 	 67 	 49 	 6 	 12.5 	 10
84 	 74 	 41 	 12 	 7.0 	 3
127 	 73 	 43 	 11 	 13.0 	 5
86 	 56 	 34 	 7 	 7.5 	 10
105 	 75 	 46 	 10 	 13.0 	 7
95 	 62 	 45 	 7 	 12.5 	 10
93 	 63 	 40 	 8 	 11.0 	 12
158 	 78 	 49 	 14 	 9.0 	 4
